cam_path,Throttle,Steering,Braking
pokemon/034603.png,0.544751525,-0.051153157,0
pokemon/034613.png,0,-0.047736578,0.699999988
pokemon/034623.png,0,-0.121212803,0.699999988
pokemon/034633.png,0,-0.056561477,0.699999988
pokemon/034643.png,0,-0.054092787,0.009960571
pokemon/034653.png,0.850000024,-0.004762679,0
pokemon/034663.png,0,-0.002220106,0.699999988
pokemon/034673.png,0.454445422,-0.000175733,0
pokemon/034683.png,0.712136328,-0.000175733,0
pokemon/034693.png,0.850000024,0.002652294,0
pokemon/034703.png,0.201298773,0.001042863,0
pokemon/034713.png,0.850000024,0.000175733,0
pokemon/034723.png,0,0,0.699999988
pokemon/034733.png,0,0,0.699999988
pokemon/034743.png,0.850000024,0,0
pokemon/034753.png,0.850000024,0,0
pokemon/034763.png,0,-0.000264094,0.699999988
pokemon/034773.png,0,-0.001792448,1
pokemon/034783.png,0,-0.00186603,1
pokemon/034793.png,0,-0.00186603,1
pokemon/034803.png,0,-0.00186603,1
pokemon/034813.png,0,-0.00186603,1
pokemon/034823.png,0,-0.00186603,1
pokemon/034833.png,0,-0.00186603,1
pokemon/034843.png,0,-0.00186603,1
pokemon/034853.png,0,-0.00186603,1
pokemon/034863.png,0,-0.00186603,1
pokemon/034873.png,0,-0.00186603,1
pokemon/034883.png,0,-0.00186603,1
pokemon/034893.png,0.850000024,-0.003371069,0
pokemon/034903.png,0.850000024,0,0
pokemon/034913.png,0,-0.00061556,0.699999988
pokemon/034923.png,0.278939992,0,0
pokemon/034933.png,0.850000024,0,0
pokemon/034943.png,0.850000024,0.000439827,0
pokemon/034953.png,0.448298573,-0.001042863,0
pokemon/034963.png,0.703479588,-0.037259858,0
pokemon/034973.png,0.352027506,-0.028975694,0
pokemon/034983.png,0.681938112,-0.056418959,0
pokemon/034993.png,0.430117965,-0.023847474,0
pokemon/035003.png,0.804663122,-0.059374534,0
pokemon/035013.png,0,-0.033839684,0.06180124
pokemon/035023.png,0.850000024,-0.085741542,0
pokemon/035033.png,0,-0.009668306,0.460901439
pokemon/035043.png,0,-0.004554089,1
pokemon/035053.png,0,-0.004485379,1
pokemon/035063.png,0,-0.004485379,1
pokemon/035073.png,0,-0.004485379,1
pokemon/035083.png,0,-0.004485379,1
pokemon/035093.png,0,-0.004485379,1
pokemon/035103.png,0,-0.004485379,1
pokemon/035113.png,0,-0.004485379,1
pokemon/035123.png,0,-0.004485379,1
pokemon/035133.png,0,-0.004485379,1
pokemon/035143.png,0,-0.004485379,1
pokemon/035153.png,0,-0.004485379,1
pokemon/035163.png,0,-0.004485379,1
pokemon/035173.png,0,-0.004485379,1
pokemon/035183.png,0,-0.004485379,1
pokemon/035193.png,0,-0.004485379,1
pokemon/035203.png,0,-0.007002663,0.126050919
pokemon/035213.png,0,-0.002686525,0.699999988
pokemon/035223.png,0.825008094,-0.000311182,0
pokemon/035233.png,0,0,0.372265488
pokemon/035243.png,0.850000024,0,0
pokemon/035253.png,0.850000024,0,0
pokemon/035263.png,0.850000024,0.000248524,0
pokemon/035273.png,0.850000024,0.000439827,0
pokemon/035283.png,0.850000024,0.002615706,0
pokemon/035293.png,0.138142794,-0.009995495,0
pokemon/035303.png,0,-0.006605761,0.699999988
pokemon/035313.png,0.850000024,-0.114743046,0
pokemon/035323.png,0.850000024,-0.064308204,0
pokemon/035333.png,0,-0.103531495,0.699999988
pokemon/035343.png,0.850000024,-0.059986588,0
pokemon/035353.png,0.803705156,-0.048932169,0
pokemon/035363.png,0.662527442,-0.032627866,0
pokemon/035373.png,0.388353705,-0.061590068,0
pokemon/035383.png,0,-0.010808252,0.001711558
pokemon/035393.png,0.619351625,-0.005003377,0
pokemon/035403.png,0.850000024,-0.00061556,0
pokemon/035413.png,0.327204853,0.000175733,0
pokemon/035423.png,0,0,0.699999988
pokemon/035433.png,0.850000024,0,0
pokemon/035443.png,0.550111532,0.000175733,0
pokemon/035453.png,0.686355889,0.000766175,0
pokemon/035463.png,0.410781771,-0.001366361,0
pokemon/035473.png,0.248556107,-0.000367036,0
pokemon/035483.png,0.850000024,-0.000248524,0
pokemon/035492.png,0.092663571,0,0
pokemon/035503.png,0,0.000870534,0.699999988
pokemon/035513.png,0.850000024,-0.004129505,0
pokemon/035523.png,0.358374864,-0.094864979,0
pokemon/035533.png,0.351841569,-0.131006062,0
pokemon/035543.png,0.423785001,-0.041644257,0
pokemon/035553.png,0.513805747,-0.034735251,0
pokemon/035563.png,0.462234676,-0.028841259,0
pokemon/035573.png,0.473730385,-0.027940189,0
pokemon/035583.png,0.462968469,-0.072965711,0
pokemon/035593.png,0.329656571,-0.010154993,0
pokemon/035603.png,0.850000024,-0.006094771,0
pokemon/035613.png,0,-0.001060457,0.699999988
pokemon/035623.png,0.850000024,-0.000694801,0
pokemon/035633.png,0,0,1
pokemon/035643.png,0,-0.000439827,1
pokemon/035653.png,0,-0.000439827,1
pokemon/035663.png,0,-0.000439827,1
pokemon/035673.png,0,-0.000439827,1
pokemon/035683.png,0.392718971,-0.000879655,0
pokemon/035693.png,0,0.000175733,0.494383603
pokemon/035703.png,0.350888848,0,0
pokemon/035713.png,0,0,0.250972509
pokemon/035723.png,0.850000024,0,0
pokemon/035733.png,0.850000024,-0.005831765,0
pokemon/035743.png,0.850000024,-0.000952092,0
pokemon/035753.png,0.40783149,0,0
pokemon/035763.png,0.636940181,0,0
pokemon/035773.png,0.179592118,0.003125487,0
pokemon/035783.png,0,-0.072179608,0.699999988
pokemon/035793.png,0.850000024,-0.066340946,0
pokemon/035803.png,0.850000024,-0.06246249,0
pokemon/035813.png,0.850000024,-0.032906223,0
pokemon/035823.png,0.211586267,-0.08665444,0
pokemon/035833.png,0,-0.174150288,0.699999988
pokemon/035843.png,0.850000024,-0.006006803,0
pokemon/035853.png,0,-0.001473863,0.699999988
pokemon/035863.png,0,-0.00061556,0.699999988
pokemon/035873.png,0.742606938,0.000879655,0
pokemon/035883.png,0.850000024,0,0
pokemon/035893.png,0,0.00261379,0.304950088
pokemon/035903.png,0.850000024,0,0
pokemon/035913.png,0.688708544,-0.000175733,0
pokemon/035923.png,0,0,1
pokemon/035933.png,0,0,1
pokemon/035943.png,0,0,1
pokemon/035953.png,0,0,1
pokemon/035963.png,0,0,1
pokemon/035973.png,0,0,1
pokemon/035983.png,0,0,1
pokemon/035993.png,0,0,1
pokemon/036003.png,0,0,1
pokemon/036013.png,0,0,1
pokemon/036023.png,0,0,1
pokemon/036033.png,0.850000024,0.000439827,0
pokemon/036043.png,0.306028336,0.00061556,0
pokemon/036053.png,0.850000024,-0.00061556,0
pokemon/036063.png,0.850000024,-0.00061556,0
pokemon/036073.png,0.850000024,-0.00061556,0
pokemon/036083.png,0,-0.001432826,0.288268477
pokemon/036093.png,0,-0.01329028,0.699999988
pokemon/036103.png,0,-0.111571625,0.699999988
pokemon/036113.png,0,-0.043479826,0.589559078
pokemon/036123.png,0.850000024,-0.06137282,0
pokemon/036133.png,0.850000024,-0.040251747,0
pokemon/036143.png,0,-0.013054118,0.604969442
pokemon/036153.png,0.571309447,-0.00357358,0
pokemon/036163.png,0,-0.000879655,1
pokemon/036173.png,0,-0.000983484,1
pokemon/036183.png,0,-0.000983484,1
pokemon/036193.png,0,-0.000983484,1
pokemon/036203.png,0,-0.000983484,1
pokemon/036213.png,0,-0.000983484,1
pokemon/036223.png,0,-0.000983484,1
pokemon/036233.png,0,-0.000983484,1
pokemon/036243.png,0,-0.000983484,1
pokemon/036253.png,0,-0.000983484,1
pokemon/036263.png,0,-0.000983484,1
pokemon/036273.png,0,-0.000983484,1
pokemon/036283.png,0,-0.000983484,1
pokemon/036293.png,0,-0.000983484,1
pokemon/036303.png,0,-0.000983484,1
pokemon/036313.png,0,-0.000983484,1
pokemon/036323.png,0.850000024,-0.001066182,0
pokemon/036333.png,0.743150771,-0.001231121,0
pokemon/036343.png,0.850000024,-0.023383565,0
pokemon/036353.png,0,-0.261933923,0.699999988
pokemon/036363.png,0.252807707,-0.146451831,0
pokemon/036373.png,0.585786819,-0.073804185,0
pokemon/036383.png,0.813553154,-0.003885563,0
pokemon/036393.png,0,-0.002809855,1
pokemon/036403.png,0,-0.002746721,1
pokemon/036413.png,0,-0.002746721,1
pokemon/036423.png,0,-0.002746721,1
pokemon/036433.png,0,-0.002746721,1
pokemon/036443.png,0,-0.002746721,1
pokemon/036453.png,0,-0.002746721,1
pokemon/036463.png,0,-0.002746721,1
pokemon/036473.png,0,-0.002746721,1
pokemon/036483.png,0,-0.002746721,1
pokemon/036493.png,0,-0.002746721,1
pokemon/036503.png,0.850000024,-0.002746721,0
pokemon/036513.png,0,-0.000264094,0.032894772
pokemon/036523.png,0.350845277,-0.001858905,0
pokemon/036533.png,0.850000024,0.000175733,0
pokemon/036543.png,0.850000024,0,0
pokemon/036553.png,0.042765427,0,0
pokemon/036563.png,0.62428385,0,0
pokemon/036573.png,0.850000024,-0.242148563,0
pokemon/036583.png,0,-0.001189148,0.699999988
pokemon/036593.png,0.850000024,0.012629459,0
pokemon/036603.png,0,0.001659355,0.699999988
pokemon/036613.png,0.850000024,0.00061556,0
pokemon/036623.png,0.495133013,-0.000248524,0
pokemon/036633.png,0.850000024,0.000367036,0
pokemon/036643.png,0.711899698,0,0
pokemon/036653.png,0.850000024,0,0
pokemon/036663.png,0,0,0.699999988
pokemon/036673.png,0.74435246,0,0
pokemon/036683.png,0,0,0.456598252
pokemon/036693.png,0.281905591,-0.002005773,0
pokemon/036703.png,0.741184711,-0.158998758,0
pokemon/036713.png,0.850000024,-0.121470824,0
pokemon/036723.png,0,-0.084899686,0.620152354
pokemon/036733.png,0.850000024,-0.021410989,0
pokemon/036743.png,0.850000024,-0.002926385,0
pokemon/036753.png,0,-0.009284052,0.699999988
pokemon/036763.png,0.850000024,-0.037040628,0
pokemon/036773.png,0.311582148,-0.119552054,0
pokemon/036783.png,0.839048684,-0.077628791,0
pokemon/036793.png,0.850000024,-0.052986972,0
pokemon/036803.png,0,-0.032412805,0.699999988
pokemon/036813.png,0.850000024,-0.046395507,0
pokemon/036823.png,0.850000024,0.008164433,0
pokemon/036833.png,0,-0.000635726,0.699999988
pokemon/036843.png,0.850000024,0,0
pokemon/036853.png,0.850000024,0,0
pokemon/036863.png,0,0,0.699999988
pokemon/036873.png,0,-0.005223114,0.032074161
pokemon/036883.png,0,-0.016942393,0.064895809
pokemon/036893.png,0.850000024,-0.003845153,0
pokemon/036903.png,0,-0.00311005,1
pokemon/036913.png,0,-0.003140996,1
pokemon/036923.png,0,-0.003140996,1
pokemon/036933.png,0,-0.003140996,1
pokemon/036943.png,0,-0.003140996,1
pokemon/036953.png,0,-0.003140996,1
pokemon/036963.png,0,-0.003140996,1
pokemon/036973.png,0,-0.003140996,1
pokemon/036983.png,0.850000024,0,0
pokemon/036993.png,0.339162737,-0.000248524,0
pokemon/037003.png,0.850000024,-0.001046267,0
pokemon/037013.png,0.727049351,0,0
pokemon/037023.png,0.605704129,-0.000879655,0
pokemon/037033.png,0.603605866,-0.025885183,0
pokemon/037043.png,0.460327148,-0.136484697,0
pokemon/037053.png,0.850000024,-0.053756718,0
pokemon/037063.png,0.850000024,-0.044244591,0
pokemon/037073.png,0.148388386,-0.036821879,0
pokemon/037083.png,0.850000024,-0.303313822,0
pokemon/037093.png,0,-0.003540061,0.699999988
pokemon/037103.png,0.378408551,0.009230715,0
pokemon/037113.png,0,0.001024969,1
pokemon/037123.png,0,0.001077353,1
pokemon/037133.png,0,0.001077353,1
pokemon/037143.png,0,0.001077353,1
pokemon/037153.png,0,0.001077353,1
pokemon/037163.png,0,0.001077353,1
pokemon/037173.png,0,0.001077353,1
pokemon/037183.png,0,0.001077353,1
pokemon/037193.png,0,0.001077353,1
pokemon/037203.png,0,0.001077353,1
pokemon/037213.png,0,0.001077353,1
pokemon/037223.png,0,0.001077353,1
pokemon/037233.png,0,0.001077353,1
pokemon/037243.png,0,0.001077353,1
pokemon/037253.png,0,0.001077353,1
pokemon/037263.png,0.850000024,0.001669602,0
pokemon/037273.png,0,0.00228541,1
pokemon/037283.png,0,0.002327348,1
pokemon/037293.png,0,0.002327348,1
pokemon/037303.png,0,0.002327348,1
pokemon/037313.png,0,0.002327348,1
pokemon/037323.png,0,0.002327348,1
pokemon/037333.png,0,0.002327348,1
pokemon/037343.png,0,0.002327348,1
pokemon/037353.png,0,0.002327348,1
pokemon/037363.png,0,0.002327348,1
pokemon/037373.png,0,0.002327348,1
pokemon/037383.png,0,0.002327348,1
pokemon/037393.png,0,0.002327348,1
pokemon/037403.png,0,0.002327348,1
pokemon/037413.png,0,0.002327348,1
pokemon/037423.png,0,0.002358353,0.680123985
pokemon/037433.png,0,-0.005425866,0.589969993
pokemon/037443.png,0.850000024,-0.157996491,0
pokemon/037453.png,0,-0.20597592,0.699999988
pokemon/037463.png,0.672539592,-0.057021227,0
pokemon/037473.png,0.162325203,-0.003086965,0
pokemon/037483.png,0.850000024,-0.001458742,0
pokemon/037493.png,0,-0.002056058,1
pokemon/037503.png,0,-0.002199137,1
pokemon/037513.png,0,-0.002199137,1
pokemon/037523.png,0,-0.002199137,1
pokemon/037533.png,0,-0.002199137,1
pokemon/037543.png,0,-0.002199137,1
pokemon/037553.png,0,-0.002199137,1
pokemon/037563.png,0,-0.002199137,1
pokemon/037573.png,0,-0.002199137,1
pokemon/037583.png,0,-0.002199137,1
pokemon/037593.png,0,-0.002199137,1
pokemon/037603.png,0,-0.002199137,1
pokemon/037613.png,0,-0.002199137,1
pokemon/037623.png,0,-0.002199137,1
pokemon/037633.png,0,-0.002199137,1
pokemon/037643.png,0,-0.002199137,1
pokemon/037653.png,0,-0.002199137,1
pokemon/037663.png,0,-0.002199137,1
pokemon/037673.png,0,-0.002199137,1
pokemon/037683.png,0,-0.002199137,1
pokemon/037693.png,0,-0.002199137,1
pokemon/037703.png,0,-0.002199137,1
pokemon/037713.png,0,-0.002199137,1
pokemon/037723.png,0,-0.002199137,1
pokemon/037733.png,0,-0.002199137,1
pokemon/037743.png,0,-0.002199137,1
pokemon/037753.png,0,-0.002199137,1
pokemon/037763.png,0,-0.002199137,1
pokemon/037773.png,0,-0.002199137,1
pokemon/037783.png,0,-0.002199137,1
pokemon/037793.png,0,-0.002199137,1
pokemon/037803.png,0,-0.002199137,1
pokemon/037813.png,0,-0.002199137,1
pokemon/037823.png,0.850000024,-0.001122312,0
pokemon/037833.png,0,0.000248524,0.691409111
pokemon/037843.png,0,0,0.699999988
pokemon/037853.png,0,-0.000351466,0.335891426
pokemon/037863.png,0.850000024,0.000870534,0
pokemon/037873.png,0.850000024,0.000714716,0
pokemon/037883.png,0,0,0.699999988
pokemon/037893.png,0.850000024,0.001213067,0
pokemon/037903.png,0,0,0.699999988
pokemon/037913.png,0.736009359,0,0
pokemon/037923.png,0.850000024,0,0
pokemon/037933.png,0,0,0.699999988
pokemon/037943.png,0.850000024,0,0
pokemon/037953.png,0.850000024,0.00061556,0
pokemon/037963.png,0.850000024,-0.002541004,0
pokemon/037973.png,0.850000024,-0.000248524,0
pokemon/037983.png,0.568606794,0.000439827,0
pokemon/037993.png,0.315584838,0,0
pokemon/038003.png,0,0,1
pokemon/038013.png,0,0,1
pokemon/038023.png,0,0,1
pokemon/038033.png,0,0,1
pokemon/038043.png,0,0,1
pokemon/038053.png,0,0,1
pokemon/038063.png,0,0,1
pokemon/038073.png,0,0,1
pokemon/038083.png,0,0,1
pokemon/038093.png,0,0,1
pokemon/038103.png,0,0,1
pokemon/038113.png,0,0,1
pokemon/038123.png,0,0,1
pokemon/038133.png,0,0,1
pokemon/038143.png,0,0,1
pokemon/038153.png,0,0,1
pokemon/038163.png,0.850000024,-0.000248524,0
pokemon/038173.png,0.850000024,0.031863157,0
pokemon/038183.png,0,0.264034241,0.156610847
pokemon/038193.png,0.850000024,0.047950193,0
pokemon/038203.png,0,0.002467395,0.699999988
pokemon/038213.png,0.850000024,0.260953277,0
pokemon/038223.png,0,0.283118367,0.699999988
pokemon/038233.png,0.676473498,0.028400008,0
pokemon/038243.png,0.850000024,-0.003207216,0
pokemon/038253.png,0.119578958,-0.000175733,0
pokemon/038263.png,0.470131963,0,0
pokemon/038273.png,0,0,1
pokemon/038283.png,0.850000024,-0.00061556,0
pokemon/038293.png,0.850000024,0.001077353,0
pokemon/038303.png,0,-0.00061556,0.699999988
pokemon/038313.png,0.850000024,0.000519068,0
pokemon/038323.png,0.850000024,0,0
pokemon/038333.png,0,0,0.59588033
pokemon/038343.png,0.742013752,0.00062201,0
pokemon/038353.png,0.850000024,0.00061556,0
pokemon/038363.png,0,0.082498632,1
pokemon/038373.png,0,0.082562678,1
pokemon/038383.png,0.662040591,0.133475497,0
pokemon/038393.png,0.831111789,0.391849995,0
pokemon/038403.png,0,0.022471363,0.250084609
pokemon/038413.png,0.850000024,0.073098183,0
pokemon/038423.png,0.642448664,0.22979331,0
pokemon/038433.png,0.786145508,0.207015887,0
pokemon/038443.png,0.044487394,0.078466229,0
pokemon/038453.png,0,0.004054144,0.675763488
pokemon/038463.png,0.850000024,0,0
pokemon/038473.png,0.827496529,0.000477583,0
pokemon/038483.png,0,0,0.699999988
pokemon/038493.png,0.850000024,0.00128904,0
pokemon/038503.png,0.686099648,0,0
pokemon/038513.png,0,0,0.699999988
pokemon/038523.png,0.850000024,0.002132364,0
pokemon/038533.png,0.79461956,-0.001213067,0
pokemon/038543.png,0.12392541,0,0
pokemon/038553.png,0.575931668,-0.009082829,0
pokemon/038563.png,0,0,1
pokemon/038573.png,0,0,1
pokemon/038583.png,0,0,1
pokemon/038593.png,0,0,1
pokemon/038603.png,0,0,1
pokemon/038613.png,0,0,1
pokemon/038623.png,0,0,1
pokemon/038633.png,0,0,1
pokemon/038643.png,0,0,1
pokemon/038653.png,0,0,1
pokemon/038663.png,0,0,1
pokemon/038673.png,0.698500097,0.001598153,0
pokemon/038683.png,0.850000024,0.099409997,0
pokemon/038693.png,0.850000024,0.188858837,0
pokemon/038703.png,0,0.248863384,1
pokemon/038713.png,0,0.248861805,1
pokemon/038723.png,0,0.248861805,1
pokemon/038733.png,0.850000024,0.310989708,0
pokemon/038743.png,0.850000024,0.024279984,0
pokemon/038753.png,0.796682596,-0.00061556,0
pokemon/038763.png,0.850000024,-0.000248524,0
pokemon/038773.png,0,0,0.699999988
pokemon/038783.png,0.850000024,-0.000175733,0
pokemon/038793.png,0.850000024,0.068385839,0
pokemon/038803.png,0,0.047688253,0.099766701
pokemon/038813.png,0,0.069125347,0.099899411
pokemon/038823.png,0,0.09953586,0.699999988
pokemon/038833.png,0.850000024,0.098622829,0
pokemon/038843.png,0.159994483,0.081991002,0
pokemon/038853.png,0.648019373,0.020380488,0
pokemon/038863.png,0.771860957,0.017120996,0
pokemon/038873.png,0.474577963,0.014279381,0
pokemon/038883.png,0.850000024,0.016190531,0
pokemon/038893.png,0,0.015488137,0.029533323
pokemon/038903.png,0,0.011577644,0.003715051
pokemon/038913.png,0,0.016364079,0.065971725
pokemon/038923.png,0,-0.001458742,1
pokemon/038933.png,0,0.00186603,1
pokemon/038943.png,0,0.00186603,1
pokemon/038953.png,0,0.00186603,1
pokemon/038963.png,0,0.00186603,1
pokemon/038973.png,0.850000024,0.00186603,0
pokemon/038983.png,0.342507899,0,0
pokemon/038993.png,0.850000024,0.000714716,0
pokemon/039003.png,0.850000024,0.000248524,0
pokemon/039013.png,0.850000024,0.008864089,0
pokemon/039023.png,0,0.075717211,0.689724863
pokemon/039033.png,0,0.118077189,0.01505366
pokemon/039043.png,0.850000024,0.041379716,0
pokemon/039053.png,0.850000024,0.011472626,0
pokemon/039063.png,0,0.0763987,0.699999988
pokemon/039073.png,0,0.023066944,0.21180433
pokemon/039083.png,0.375330836,0.034861431,0
pokemon/039093.png,0.335876852,0,0
pokemon/039103.png,0,0.002579794,1
pokemon/039113.png,0,0.002526616,1
pokemon/039123.png,0,0.002526616,1
pokemon/039133.png,0.850000024,0.001966968,0
pokemon/039143.png,0,0.000439827,0.699999988
pokemon/039153.png,0,-0.000248524,0.023731541
pokemon/039163.png,0.152636096,0,0
pokemon/039173.png,0,-0.00061556,0.093082741
pokemon/039183.png,0.672519445,-0.001677108,0
pokemon/039193.png,0.622116804,0,0
pokemon/039203.png,0.15528816,0.00061556,0
pokemon/039213.png,0.850000024,0.000734073,0
pokemon/039223.png,0.850000024,0.084727719,0
pokemon/039233.png,0.850000024,0.002274111,0
pokemon/039243.png,0.727692962,0.011688992,0
pokemon/039253.png,0.850000024,0.082890064,0
pokemon/039263.png,0.850000024,0.112055935,0
pokemon/039273.png,0,0.056997024,0.699999988
pokemon/039283.png,0,0.095312722,0.699999988
pokemon/039293.png,0,0.067188829,0.079344809
pokemon/039303.png,0.702923775,0.059214082,0
pokemon/039313.png,0,0.102174208,1
pokemon/039323.png,0.850000024,0.201332331,0
pokemon/039333.png,0.647942245,0.02963852,0
pokemon/039343.png,0,0.092150912,0.699999988
pokemon/039353.png,0.850000024,0.261876106,0
pokemon/039363.png,0.228055969,0.253510982,0
pokemon/039373.png,0.850000024,0.007841856,0
pokemon/039383.png,0,0,0.699999988
pokemon/039393.png,0.850000024,0.001045779,0
pokemon/039403.png,0.292788476,-0.00062201,0
pokemon/039413.png,0,0,1
pokemon/039423.png,0,0,1
pokemon/039433.png,0,0,1
pokemon/039443.png,0,0,1
pokemon/039453.png,0,0,1
pokemon/039463.png,0,0,1
pokemon/039473.png,0,0,1
pokemon/039483.png,0,0,1
pokemon/039493.png,0,0,1
pokemon/039503.png,0,0,1
pokemon/039513.png,0,0,1
pokemon/039523.png,0,0,1
pokemon/039533.png,0,0,1
pokemon/039543.png,0,0,1
pokemon/039553.png,0,0,1
pokemon/039563.png,0,0,1
pokemon/039573.png,0,0,1
pokemon/039583.png,0,0,1
pokemon/039593.png,0,0,1
pokemon/039603.png,0,0,1
pokemon/039613.png,0,0,1
pokemon/039623.png,0.850000024,0,0
pokemon/039633.png,0.608261883,-0.000392951,0
pokemon/039643.png,0.850000024,0.22144483,0
pokemon/039653.png,0.850000024,0.178186893,0
pokemon/039663.png,0.570902646,0.015594192,0
pokemon/039673.png,0,0.001042863,1
pokemon/039683.png,0,0.001163674,1
pokemon/039693.png,0,0.001163674,1
pokemon/039703.png,0,0.000367036,0.118338317
pokemon/039713.png,0.406671047,0.129581496,0
pokemon/039723.png,0,0.422994256,0.68712914
pokemon/039733.png,0.657668173,0.011817721,0
pokemon/039743.png,0.330526739,0.000870534,0
pokemon/039753.png,0.430468261,0.02801607,0
pokemon/039763.png,0.476955205,0.05265183,0
pokemon/039773.png,0.437746882,0.076289289,0
pokemon/039783.png,0.432220161,0.143851712,0
pokemon/039793.png,0.367571324,0.095033504,0
pokemon/039803.png,0.16366531,0.051243123,0
pokemon/039813.png,0.317708701,0.024100795,0
pokemon/039823.png,0.850000024,0.018072499,0
pokemon/039833.png,0,0.00294183,0.699999988
pokemon/039843.png,0.850000024,0.002577055,0
pokemon/039853.png,0.850000024,-0.000519068,0
pokemon/039863.png,0,0,0.699999988
pokemon/039873.png,0,0,0.579746366
pokemon/039883.png,0.850000024,0.000879387,0
pokemon/039893.png,0,-0.001185351,0.699999988
pokemon/039903.png,0,-0.001101421,0.355251759
pokemon/039913.png,0.661179721,0.009994856,0
pokemon/039923.png,0.850000024,-0.004693201,0
pokemon/039933.png,0,-0.037427563,0.699999988
pokemon/039943.png,0,-0.003372247,0.699999988
pokemon/039953.png,0.850000024,-0.001236298,0
pokemon/039963.png,0,0,0.699999988
pokemon/039973.png,0.850000024,0.01549132,0
pokemon/039983.png,0,0.060453236,0.233680412
pokemon/039993.png,0.305933982,0.068253607,0
pokemon/040003.png,0.850000024,0.060361151,0
pokemon/040013.png,0,0.048776291,0.090466961
pokemon/040023.png,0,0.067343324,0.699999988
pokemon/040033.png,0.850000024,0.034052491,0
pokemon/040043.png,0.347785324,0.003196825,0
pokemon/040053.png,0,0.002704657,1
pokemon/040063.png,0,0.002602054,1
pokemon/040073.png,0,0.002602054,1
pokemon/040083.png,0,0.002602054,1
pokemon/040093.png,0,0.002602054,1
pokemon/040103.png,0,0.002602054,1
pokemon/040113.png,0,0.002602054,1
pokemon/040123.png,0,0.002602054,1
pokemon/040133.png,0,0.002602054,1
pokemon/040143.png,0,0.002602054,1
pokemon/040153.png,0,0.002602054,1
pokemon/040163.png,0,0.002602054,1
pokemon/040173.png,0,0.002602054,1
pokemon/040183.png,0,0.002602054,1
pokemon/040193.png,0,0.002602054,1
pokemon/040203.png,0,0.002602054,1
pokemon/040213.png,0,0.002602054,1
pokemon/040223.png,0,0.002602054,1
pokemon/040233.png,0.850000024,0.005190715,0
pokemon/040243.png,0.505956352,0.05800182,0
pokemon/040253.png,0.850000024,0.214104235,0
pokemon/040263.png,0.353204608,0.240904465,0
pokemon/040273.png,0.431663513,0.087160625,0
pokemon/040283.png,0.509149253,0.002406861,0
pokemon/040293.png,0.571069419,-0.004266952,0
pokemon/040303.png,0.269671828,-0.005170982,0
pokemon/040313.png,0,0.00061556,0.699999988
pokemon/040323.png,0.850000024,0,0
pokemon/040333.png,0.850000024,0,0
pokemon/040343.png,0,0,0.699999988
pokemon/040353.png,0.688928604,0.00061556,0
pokemon/040363.png,0.757164121,-0.000175733,0
pokemon/040373.png,0,0,1
pokemon/040383.png,0,0.00124402,1
pokemon/040393.png,0,0.00124402,1
pokemon/040403.png,0,0.00124402,1
pokemon/040413.png,0,0.00124402,1
pokemon/040423.png,0,0.00124402,1
pokemon/040433.png,0,0.00124402,1
pokemon/040443.png,0,0.00124402,1
pokemon/040453.png,0,0.00124402,1
pokemon/040463.png,0,0.00124402,1
pokemon/040473.png,0,0.00124402,1
pokemon/040483.png,0,0.00124402,1
